"valA";"valB";"valC";"valD";"dateA";"dtA";"dtB";"dtC";"dtD";"dtE";"dtF";"dateB";"dtG";"dtH";"dtI";"dtJ";"valE";"valF";"valG";"valH";"valI";"valJ";"valH";"valI";"valJ";"valK";"valL";"valM";"valN";"valO";"calc_DtBmDtA";"calc_DtCmDtB";"calc_DtDmDtC";"calc_DtFmDtD";"calc_DtHmDtG";"calc_DtImDtG";"calc_DtJmDtG";"calc_DtImDtH";"calc_DtJmDtI"
983.2;3573.7;1132.6;1591.9;"1980-10-04";"1980-10-04 07:47:00";"1980-10-04 08:14:00";"1980-10-04 09:14:00";"1980-10-04 09:45:00";"1980-10-04 09:45:00";"1980-10-04 14:30:00";"1980-10-11";"1980-10-11 05:55:00";"1980-10-11 06:24:00";"1980-10-11 06:54:00";"1980-10-11 11:02:00";63.8;23.1;3424.1;33.7;1.6;6.7;25.7;6.0;2157.5;72.8;80.9;81.9;31.7;29.5;27;60;31;285;29;59;307;30;248
983.2;3573.7;1016.0;1426.9;"1980-10-05";"1980-10-05 07:43:00";"1980-10-05 08:09:00";"1980-10-05 09:09:00";"1980-10-05 09:30:00";"1980-10-05 08:40:00";"1980-10-05 13:30:00";"1980-10-12";"1980-10-12 05:48:00";"1980-10-12 06:12:00";"1980-10-12 06:46:00";"1980-10-12 10:30:00";61.8;20.1;3424.1;33.7;1.6;20.3;25.7;6.0;2157.5;72.7;80.9;81.5;31.7;29.5;26;60;21;240;24;58;282;34;224
1011.6;3673.7;1050.8;1478.9;"1980-10-06";"1980-10-06 07:25:00";"1980-10-06 07:50:00";"1980-10-06 08:25:00";"1980-10-06 09:40:00";"1980-10-06 08:30:00";"1980-10-06 13:30:00";"1980-10-13";"1980-10-13 05:35:00";"1980-10-13 06:02:00";"1980-10-13 06:33:00";"1980-10-13 10:31:00";65.8;23.1;3520.4;33.7;1.7;6.7;25.7;6.0;2207.5;72.6;80.3;81.8;31.7;29.5;25;35;75;230;27;58;296;31;238
997.4;3623.7;1057.8;1486.9;"1980-10-07";"1980-10-07 06:00:00";"1980-10-07 06:20:00";"1980-10-07 07:20:00";"1980-10-07 07:45:00";"1980-10-07 08:05:00";"1980-10-07 13:12:00";"1980-10-14";"1980-10-14 06:15:00";"1980-10-14 06:49:00";"1980-10-14 07:18:00";"1980-10-14 10:53:00";60.8;23.1;3472.3;33.7;1.7;6.7;25.7;6.0;2157.5;72.7;80.6;81.8;31.9;29.5;20;60;25;327;34;63;278;29;215
997.4;3623.7;1094.4;1532.9;"1980-10-11";"1980-10-11 07:25:00";"1980-10-11 07:50:00";"1980-10-11 08:50:00";"1980-10-11 09:25:00";"1980-10-11 09:38:00";"1980-10-11 14:30:00";"1980-10-18";"1980-10-18 05:56:00";"1980-10-18 06:30:00";"1980-10-18 07:03:00";"1980-10-18 11:04:00";64.8;23.7;3472.3;33.7;1.7;6.7;25.7;6.0;2157.5;73.0;80.8;81.9;31.9;29.5;25;60;35;305;34;67;308;33;241
997.4;3623.7;1055.0;1484.9;"1980-10-12";"1980-10-12 07:25:00";"1980-10-12 07:51:00";"1980-10-12 08:51:00";"1980-10-12 09:05:00";"1980-10-12 08:40:00";"1980-10-12 13:35:00";"1980-10-19";"1980-10-19 05:53:00";"1980-10-19 06:22:00";"1980-10-19 06:57:00";"1980-10-19 10:53:00";66.8;21.1;3472.3;33.7;1.7;6.7;25.7;6.0;2107.5;72.6;80.8;81.4;31.7;29.5;26;60;14;270;29;64;300;35;236
983.2;3573.7;993.8;1404.9;"1980-10-13";"1980-10-13 06:58:00";"1980-10-13 07:24:00";"1980-10-13 08:24:00";"1980-10-13 09:00:00";"1980-10-13 08:35:00";"1980-10-13 13:42:00";"1980-10-20";"1980-10-20 06:25:00";"1980-10-20 06:52:00";"1980-10-20 07:26:00";"1980-10-20 10:51:00";65.8;23.1;3424.1;33.7;1.6;6.7;25.7;6.0;2157.5;72.2;80.8;81.2;31.7;29.5;26;60;36;282;27;61;266;34;205
983.2;3573.7;1025.6;1452.9;"1980-10-14";"1980-10-14 08:00:00";"1980-10-14 08:30:00";"1980-10-14 09:30:00";"1980-10-14 09:50:00";"1980-10-14 07:42:00";"1980-10-14 12:50:00";"1980-10-21";"1980-10-21 05:45:00";"1980-10-21 06:12:00";"1980-10-21 06:46:00";"1980-10-21 10:34:00";68.1;23.1;3424.1;33.7;1.6;6.7;25.7;6.0;2157.5;72.1;80.8;81.2;31.7;29.5;30;60;20;180;27;61;289;34;228
969.0;3523.7;1075.8;1516.9;"1980-10-18";"1980-10-18 07:25:00";"1980-10-18 07:51:00";"1980-10-18 08:51:00";"1980-10-18 09:20:00";"1980-10-18 11:00:00";"1980-10-18 16:02:00";"1980-10-25";"1980-10-25 06:06:00";"1980-10-25 06:40:00";"1980-10-25 07:10:00";"1980-10-25 11:23:00";64.8;20.1;3376.0;33.7;1.6;6.7;25.7;6.0;2157.5;72.5;80.8;80.9;31.7;29.5;26;60;29;402;34;64;317;30;253
983.2;3573.7;1004.9;1420.9;"1980-10-19";"1980-10-19 07:15:00";"1980-10-19 07:42:00";"1980-10-19 08:42:00";"1980-10-19 09:00:00";"1980-10-19 08:45:00";"1980-10-19 13:33:00";"1980-10-26";"1980-10-26 05:20:00";"1980-10-26 05:45:00";"1980-10-26 06:19:00";"1980-10-26 10:10:00";66.0;21.1;3424.1;33.7;1.6;6.7;25.7;6.0;2157.5;72.2;80.8;81.0;31.7;29.5;27;60;18;273;25;59;290;34;231
983.2;3573.7;993.1;1403.9;"1980-10-20";"1980-10-20 06:59:00";"1980-10-20 07:25:00";"1980-10-20 08:25:00";"1980-10-20 08:40:00";"1980-10-20 07:55:00";"1980-10-20 12:55:00";"1980-10-27";"1980-10-27 05:50:00";"1980-10-27 06:18:00";"1980-10-27 06:52:00";"1980-10-27 10:41:00";64.8;21.1;3424.1;33.7;1.6;6.7;25.7;6.0;2157.5;72.2;80.8;80.9;31.7;29.5;26;60;15;255;28;62;291;34;229
964.4;3473.7;1054.8;1490.9;"1980-10-21";"1980-10-21 05:58:00";"1980-10-21 06:24:00";"1980-10-21 07:24:00";"1980-10-21 07:40:00";"1980-10-21 08:30:00";"1980-10-21 13:25:00";"1980-10-28";"1980-10-28 05:40:00";"1980-10-28 06:10:00";"1980-10-28 06:40:00";"1980-10-28 10:28:00";65.8;20.1;3326.7;34.0;1.6;6.7;25.7;6.0;2057.5;72.3;80.8;80.9;31.7;29.5;26;60;16;345;30;60;288;30;228
983.2;3573.7;1100.2;1549.9;"1980-10-25";"1980-10-25 07:24:00";"1980-10-25 07:50:00";"1980-10-25 08:50:00";"1980-10-25 09:15:00";"1980-10-25 07:52:00";"1980-10-25 12:38:00";"1980-11-01";"1980-11-01 05:02:00";"1980-11-01 05:45:00";"1980-11-01 06:15:00";"1980-11-01 10:17:00";64.8;21.1;3424.1;33.7;1.6;6.7;25.7;6.0;2057.5;72.6;80.8;80.9;31.7;29.5;26;60;25;203;43;73;315;30;242
983.2;3573.7;1063.4;1494.9;"1980-10-26";"1980-10-26 06:38:00";"1980-10-26 07:04:00";"1980-10-26 08:04:00";"1980-10-26 08:30:00";"1980-10-26 07:45:00";"1980-10-26 13:30:00";"1980-11-02";"1980-11-02 05:36:00";"1980-11-02 06:05:00";"1980-11-02 06:35:00";"1980-11-02 10:30:00";64.8;21.1;3424.1;33.7;1.6;6.7;25.7;6.0;2157.5;72.7;80.8;80.7;31.7;29.5;26;60;26;300;29;59;294;30;235
983.2;3573.7;1060.3;1498.9;"1980-10-27";"1980-10-27 07:01:00";"1980-10-27 07:27:00";"1980-10-27 08:27:00";"1980-10-27 09:00:00";"1980-10-27 08:25:00";"1980-10-27 13:50:00";"1980-11-03";"1980-11-03 06:04:00";"1980-11-03 06:25:00";"1980-11-03 06:55:00";"1980-11-03 10:43:00";67.8;23.1;3424.1;33.7;1.6;6.7;25.7;6.0;2157.5;72.3;63.8;81.5;60.8;29.5;26;60;33;290;21;51;279;30;228
1011.6;3673.7;873.3;1251.9;"1980-10-28";"1980-10-28 05:53:00";"1980-10-28 06:20:00";"1980-10-28 07:20:00";"1980-10-28 07:30:00";"1980-10-28 07:36:00";"1980-10-28 12:57:00";"1980-11-04";"1980-11-04 06:20:00";"1980-11-04 06:55:00";"1980-11-04 07:25:00";"1980-11-04 10:49:00";64.8;21.1;3520.4;33.7;1.7;6.7;25.7;6.0;2157.5;71.0;80.8;80.2;31.7;29.5;27;60;10;327;35;65;269;30;204
1011.6;3673.7;1110.9;1571.9;"1980-11-01";"1980-11-01 06:20:00";"1980-11-01 06:46:00";"1980-11-01 07:46:00";"1980-11-01 08:20:00";"1980-11-01 09:40:00";"1980-11-01 14:45:00";"1980-11-08";"1980-11-08 05:45:00";"1980-11-08 06:20:00";"1980-11-08 06:50:00";"1980-11-08 10:55:00";66.8;21.1;3520.4;33.7;1.7;6.7;25.7;6.0;2157.5;72.3;80.8;81.3;31.7;29.5;26;60;34;385;35;65;310;30;245
983.2;3573.7;1031.2;1456.9;"1980-11-02";"1980-11-02 07:12:00";"1980-11-02 07:37:00";"1980-11-02 08:37:00";"1980-11-02 09:35:00";"1980-11-02 08:25:00";"1980-11-02 14:00:00";"1980-11-09";"1980-11-09 06:18:00";"1980-11-09 06:42:00";"1980-11-09 07:15:00";"1980-11-09 11:15:00";65.8;22.1;3424.1;33.7;1.6;6.7;25.7;6.0;2107.5;72.3;80.8;81.4;31.9;29.5;25;60;58;265;24;57;297;33;240
983.2;3573.7;1136.7;1588.9;"1980-11-03";"1980-11-03 06:15:00";"1980-11-03 06:43:00";"1980-11-03 07:43:00";"1980-11-03 08:10:00";"1980-11-03 07:40:00";"1980-11-03 13:15:00";"1980-11-10";"1980-11-10 06:10:00";"1980-11-10 06:34:00";"1980-11-10 07:05:00";"1980-11-10 11:15:00";65.8;23.1;3424.1;33.7;1.6;6.7;25.7;6.0;1957.5;73.2;80.8;81.9;31.9;29.5;28;60;27;305;24;55;305;31;250
983.2;3573.7;1080.7;1521.9;"1980-11-04";"1980-11-04 06:42:00";"1980-11-04 07:10:00";"1980-11-04 08:10:00";"1980-11-04 08:25:00";"1980-11-04 07:30:00";"1980-11-04 13:45:00";"1980-11-11";"1980-11-11 05:06:00";"1980-11-11 05:33:00";"1980-11-11 06:07:00";"1980-11-11 09:50:00";64.8;20.4;3424.1;33.7;1.6;6.7;25.7;6.0;2007.5;72.6;80.8;81.9;31.7;29.5;28;60;15;320;27;61;284;34;223
983.2;3573.7;1063.4;1494.9;"1980-12-13";"1980-12-13 07:25:00";"1980-12-13 07:53:00";"1980-12-13 08:53:00";"1980-12-13 09:05:00";"1980-12-13 09:50:00";"1980-12-13 16:50:00";"1980-12-20";"1980-12-20 06:16:00";"1980-12-20 06:48:00";"1980-12-20 07:24:00";"1980-12-20 11:26:00";66.8;20.1;3424.1;33.7;1.6;6.7;25.7;6.0;1857.5;72.7;80.5;81.4;31.3;29.5;28;60;12;465;32;68;310;36;242
983.2;3573.7;1031.9;1457.9;"1980-12-14";"1980-12-14 06:00:00";"1980-12-14 06:25:00";"1980-12-14 07:25:00";"1980-12-14 07:35:00";"1980-12-14 08:30:00";"1980-12-14 13:20:00";"1980-12-21";"1980-12-21 05:43:00";"1980-12-21 06:15:00";"1980-12-21 06:48:00";"1980-12-21 10:43:00";64.8;20.1;3424.1;33.7;1.6;6.7;25.7;6.0;1857.5;72.3;80.5;81.8;31.3;29.5;25;60;10;345;32;65;300;33;235
948.4;3473.7;839.7;1193.9;"1981-01-10";"1981-01-10 09:58:00";"1981-01-10 10:26:00";"1981-01-10 11:26:00";"1981-01-10 11:40:00";"1981-01-10 10:45:00";"1981-01-10 16:00:00";"1981-01-17";"1981-01-17 06:00:00";"1981-01-17 06:35:00";"1981-01-17 07:07:00";"1981-01-17 10:19:00";65.8;20.1;3328.6;33.5;1.6;6.7;25.2;6.0;2057.5;71.5;80.5;81.4;31.3;29.5;28;60;14;260;35;67;259;32;192
983.2;3573.7;1013.2;1428.9;"1981-01-12";"1981-01-12 08:14:00";"1981-01-12 08:42:00";"1981-01-12 09:42:00";"1981-01-12 09:50:00";"1981-01-12 08:24:00";"1981-01-12 13:40:00";"1981-01-19";"1981-01-19 06:45:00";"1981-01-19 07:25:00";"1981-01-19 07:55:00";"1981-01-19 12:15:00";64.8;20.1;3424.1;33.7;1.6;6.7;25.2;6.0;2057.5;72.4;80.5;81.9;31.3;29.5;28;60;8;230;40;70;330;30;260
983.2;3573.7;1053.0;1498.9;"1981-01-17";"1981-01-17 06:09:00";"1981-01-17 06:35:00";"1981-01-17 07:35:00";"1981-01-17 08:05:00";"1981-01-17 10:15:00";"1981-01-17 16:20:00";"1981-01-24";"1981-01-24 06:25:00";"1981-01-24 07:00:00";"1981-01-24 07:35:00";"1981-01-24 11:32:00";66.8;20.1;3424.1;33.7;1.6;6.7;25.2;6.0;2057.5;71.8;80.5;81.7;31.3;29.5;26;60;30;495;35;70;307;35;237
983.2;3573.7;995.9;1407.9;"1981-01-18";"1981-01-18 06:47:00";"1981-01-18 07:17:00";"1981-01-18 08:17:00";"1981-01-18 08:35:00";"1981-01-18 08:05:00";"1981-01-18 13:00:00";"1981-01-25";"1981-01-25 06:24:00";"1981-01-25 06:44:00";"1981-01-25 07:19:00";"1981-01-25 10:52:00";65.8;20.1;3424.1;33.7;1.6;6.7;25.2;6.0;1957.5;72.2;80.5;81.4;31.3;29.5;30;60;18;265;20;55;268;35;213
983.2;3573.7;975.2;1381.9;"1981-01-19";"1981-01-19 06:55:00";"1981-01-19 07:25:00";"1981-01-19 08:25:00";"1981-01-19 08:50:00";"1981-01-19 07:45:00";"1981-01-19 12:45:00";"1981-01-26";"1981-01-26 06:22:00";"1981-01-26 06:52:00";"1981-01-26 07:26:00";"1981-01-26 11:07:00";66.3;20.1;3424.1;33.7;1.6;6.7;25.2;6.0;1957.5;72.0;80.5;81.4;31.3;29.5;30;60;25;235;30;64;285;34;221
954.8;3473.7;858.9;1228.9;"1981-01-20";"1981-01-20 06:36:00";"1981-01-20 07:04:00";"1981-01-20 08:04:00";"1981-01-20 09:15:00";"1981-01-20 07:55:00";"1981-01-20 13:00:00";"1981-01-27";"1981-01-27 06:12:00";"1981-01-27 06:45:00";"1981-01-27 07:17:00";"1981-01-27 10:52:00";66.8;20.1;3327.8;33.7;1.6;6.7;25.2;6.0;2057.5;71.1;80.5;80.7;31.3;29.5;28;60;71;225;33;65;280;32;215
1011.6;3673.7;855.6;1225.9;"1981-01-24";"1981-01-24 06:38:00";"1981-01-24 07:05:00";"1981-01-24 08:05:00";"1981-01-24 08:35:00";"1981-01-24 07:25:00";"1981-01-24 15:30:00";"1981-01-31";"1981-01-31 06:50:00";"1981-01-31 07:25:00";"1981-01-31 07:50:00";"1981-01-31 11:15:00";68.1;20.1;3520.4;33.7;1.7;6.7;25.2;6.0;2057.5;71.0;80.5;13.9;31.3;29.5;27;60;30;415;35;60;265;25;205
1011.6;3673.7;953.4;1361.9;"1981-01-25";"1981-01-25 06:33:00";"1981-01-25 07:01:00";"1981-01-25 08:01:00";"1981-01-25 08:13:00";"1981-01-25 08:30:00";"1981-01-25 13:00:00";"1981-02-01";"1981-02-01 06:50:00";"1981-02-01 07:25:00";"1981-02-01 07:58:00";"1981-02-01 11:40:00";68.0;20.1;3520.4;33.7;1.7;6.7;25.2;6.0;2057.5;71.4;80.5;81.4;31.3;29.5;28;60;12;287;35;68;290;33;222
1011.6;3673.7;1005.5;1431.9;"1981-01-26";"1981-01-26 06:35:00";"1981-01-26 07:02:00";"1981-01-26 08:02:00";"1981-01-26 08:40:00";"1981-01-26 08:20:00";"1981-01-26 13:20:00";"1981-02-02";"1981-02-02 07:00:00";"1981-02-02 07:35:00";"1981-02-02 08:00:00";"1981-02-02 11:50:00";68.0;20.1;3520.4;33.7;1.7;6.7;25.2;6.0;2057.5;71.7;80.5;80.9;31.3;29.5;27;60;38;280;35;60;290;25;230
1011.6;3673.7;976.7;1391.9;"1981-01-27";"1981-01-27 06:22:00";"1981-01-27 06:50:00";"1981-01-27 07:50:00";"1981-01-27 08:30:00";"1981-01-27 08:25:00";"1981-01-27 14:47:00";"1981-02-03";"1981-02-03 06:20:00";"1981-02-03 06:55:00";"1981-02-03 07:25:00";"1981-02-03 11:10:00";68.0;20.1;3520.4;33.7;1.7;6.7;25.2;6.0;2057.5;71.6;80.0;81.4;31.3;29.5;28;60;40;377;35;65;290;30;225
1011.6;3673.7;993.1;1407.9;"1981-01-31";"1981-01-31 07:50:00";"1981-01-31 08:17:00";"1981-01-31 09:17:00";"1981-01-31 09:40:00";"1981-01-31 09:05:00";"1981-01-31 13:40:00";"1981-02-07";"1981-02-07 06:45:00";"1981-02-07 07:20:00";"1981-02-07 07:50:00";"1981-02-07 11:26:00";68.1;22.1;3520.4;33.7;1.7;6.7;24.7;6.0;2057.5;72.0;80.0;81.4;31.3;29.5;27;60;23;240;35;65;281;30;216
1011.6;3673.7;980.7;1391.9;"1981-02-02";"1981-02-02 07:35:00";"1981-02-02 08:03:00";"1981-02-02 09:03:00";"1981-02-02 09:20:00";"1981-02-02 11:40:00";"1981-02-02 16:10:00";"1981-02-09";"1981-02-09 07:10:00";"1981-02-09 07:30:00";"1981-02-09 08:00:00";"1981-02-09 11:30:00";68.0;22.1;3520.4;33.7;1.7;6.7;24.7;6.0;2057.5;71.9;80.7;81.9;31.3;29.5;28;60;17;410;20;50;260;30;210
1011.6;3673.7;1114.8;1559.9;"1981-02-03";"1981-02-03 06:35:00";"1981-02-03 07:05:00";"1981-02-03 08:05:00";"1981-02-03 08:40:00";"1981-02-03 08:50:00";"1981-02-03 13:00:00";"1981-02-10";"1981-02-10 06:00:00";"1981-02-10 06:35:00";"1981-02-10 07:00:00";"1981-02-10 12:30:00";68.0;20.1;3520.4;33.7;1.7;6.7;26.2;6.0;2057.5;73.1;80.5;81.7;31.3;29.5;30;60;35;260;35;60;390;25;330
1011.6;3673.7;944.7;1333.9;"1981-02-07";"1981-02-07 07:40:00";"1981-02-07 08:10:00";"1981-02-07 09:10:00";"1981-02-07 09:30:00";"1981-02-07 09:55:00";"1981-02-07 14:45:00";"1981-02-14";"1981-02-14 08:45:00";"1981-02-14 09:30:00";"1981-02-14 10:05:00";"1981-02-14 13:30:00";23.8;22.1;3520.4;33.7;1.7;6.7;26.2;6.0;2057.5;72.2;80.5;81.4;31.3;29.5;30;60;20;315;45;80;285;35;205
1011.6;3673.7;944.3;1340.9;"1981-02-10";"1981-02-10 06:22:00";"1981-02-10 06:50:00";"1981-02-10 07:50:00";"1981-02-10 08:15:00";"1981-02-10 08:35:00";"1981-02-10 13:35:00";"1981-02-17";"1981-02-17 06:15:00";"1981-02-17 06:40:00";"1981-02-17 07:15:00";"1981-02-17 11:15:00";68.0;21.1;3520.4;33.7;1.7;6.7;24.7;6.0;2057.5;71.8;80.5;81.1;31.3;29.5;28;60;25;320;25;60;300;35;240
954.8;3473.7;956.3;1346.9;"1981-02-15";"1981-02-15 07:35:00";"1981-02-15 08:07:00";"1981-02-15 09:07:00";"1981-02-15 09:30:00";"1981-02-15 08:50:00";"1981-02-15 15:03:00";"1981-02-22";"1981-02-22 06:35:00";"1981-02-22 07:12:00";"1981-02-22 07:50:00";"1981-02-22 11:45:00";67.9;21.1;3327.8;33.7;1.6;6.7;24.7;6.0;2057.5;72.4;80.0;81.8;31.3;29.5;32;60;23;333;37;75;310;38;235
983.2;3573.7;977.4;1396.9;"1981-04-25";"1981-04-25 06:57:00";"1981-04-25 07:23:00";"1981-04-25 08:23:00";"1981-04-25 08:40:00";"1981-04-25 09:45:00";"1981-04-25 14:30:00";"1981-05-02";"1981-05-02 06:20:00";"1981-05-02 06:43:00";"1981-05-02 07:18:00";"1981-05-02 11:16:00";65.8;20.1;3424.1;33.7;1.6;6.7;25.7;6.0;2057.5;71.4;80.5;81.2;31.3;29.5;26;60;17;350;23;58;296;35;238
983.2;3573.7;993.7;1424.9;"1981-04-26";"1981-04-26 07:15:00";"1981-04-26 07:45:00";"1981-04-26 08:45:00";"1981-04-26 09:20:00";"1981-04-26 08:40:00";"1981-04-26 14:00:00";"1981-05-03";"1981-05-03 06:05:00";"1981-05-03 06:25:00";"1981-05-03 06:58:00";"1981-05-03 10:58:00";64.8;20.1;3424.1;33.7;1.6;6.7;25.7;6.0;2057.5;71.2;80.5;80.9;31.3;29.5;30;60;35;280;20;53;293;33;240
983.2;3573.7;1094.2;1549.9;"1981-04-27";"1981-04-27 06:35:00";"1981-04-27 07:05:00";"1981-04-27 07:55:00";"1981-04-27 08:10:00";"1981-04-27 07:40:00";"1981-04-27 12:40:00";"1981-05-04";"1981-05-04 05:48:00";"1981-05-04 06:10:00";"1981-05-04 06:43:00";"1981-05-04 10:55:00";64.8;20.1;3424.1;33.7;1.6;6.7;25.7;6.0;2057.5;72.2;80.5;81.3;31.3;29.5;30;50;15;270;22;55;307;33;252
1011.6;3673.7;1086.8;1534.9;"1981-04-28";"1981-04-28 08:30:00";"1981-04-28 09:00:00";"1981-04-28 10:00:00";"1981-04-28 10:20:00";"1981-04-28 07:10:00";"1981-04-28 12:30:00";"1981-05-05";"1981-05-05 05:07:00";"1981-05-05 05:30:00";"1981-05-05 06:00:00";"1981-05-05 10:03:00";64.8;20.1;3520.4;33.7;1.7;6.7;25.7;6.0;2057.5;72.4;80.5;81.3;31.3;29.5;30;60;20;130;23;53;296;30;243
1011.6;3673.7;926.6;1341.9;"1981-05-03";"1981-05-03 06:20:00";"1981-05-03 06:42:00";"1981-05-03 07:42:00";"1981-05-03 08:10:00";"1981-05-03 08:50:00";"1981-05-03 13:40:00";"1981-05-10";"1981-05-10 07:15:00";"1981-05-10 07:35:00";"1981-05-10 08:10:00";"1981-05-10 12:10:00";64.8;20.1;3520.4;33.7;1.7;6.7;25.7;6.0;2057.5;70.4;80.5;80.4;31.3;29.5;22;60;28;330;20;55;295;35;240
1011.6;3673.7;1039.2;1478.9;"1981-05-04";"1981-05-04 06:20:00";"1981-05-04 06:50:00";"1981-05-04 07:50:00";"1981-05-04 08:20:00";"1981-05-04 09:10:00";"1981-05-04 14:30:00";"1981-05-11";"1981-05-11 07:20:00";"1981-05-11 07:40:00";"1981-05-11 08:14:00";"1981-05-11 12:00:00";64.8;20.1;3520.4;33.7;1.7;6.7;25.7;6.0;2057.5;71.8;80.5;80.4;31.3;29.5;30;60;30;370;20;54;280;34;226
1011.6;3673.7;1057.8;1505.9;"1981-05-05";"1981-05-05 06:05:00";"1981-05-05 06:35:00";"1981-05-05 07:35:00";"1981-05-05 08:00:00";"1981-05-05 08:20:00";"1981-05-05 13:10:00";"1981-05-12";"1981-05-12 06:35:00";"1981-05-12 06:55:00";"1981-05-12 07:30:00";"1981-05-12 11:15:00";64.8;20.1;3520.4;33.7;1.7;6.7;25.7;6.0;2057.5;71.8;80.5;81.4;31.3;29.5;30;60;25;310;20;55;280;35;225
1011.6;3673.7;1070.2;1523.9;"1981-05-09";"1981-05-09 08:20:00";"1981-05-09 08:45:00";"1981-05-09 09:45:00";"1981-05-09 10:15:00";"1981-05-09 10:30:00";"1981-05-09 15:15:00";"1981-05-16";"1981-05-16 07:15:00";"1981-05-16 07:37:00";"1981-05-16 08:20:00";"1981-05-16 12:13:00";64.8;21.1;3520.4;33.7;1.7;6.7;25.7;6.0;2057.5;71.8;80.5;81.5;31.3;29.5;25;60;30;300;22;65;298;43;233
1011.6;3673.7;1108.5;1581.9;"1981-05-10";"1981-05-10 08:20:00";"1981-05-10 08:47:00";"1981-05-10 09:47:00";"1981-05-10 11:15:00";"1981-05-10 08:30:00";"1981-05-10 13:40:00";"1981-05-17";"1981-05-17 07:35:00";"1981-05-17 07:56:00";"1981-05-17 08:26:00";"1981-05-17 12:39:00";64.8;20.1;3520.4;33.7;1.7;6.7;25.7;6.0;2050.5;71.7;80.5;81.0;31.3;29.5;27;60;88;145;21;51;304;30;253
1011.6;3673.7;1132.9;1605.9;"1981-05-11";"1981-05-11 08:18:00";"1981-05-11 08:45:00";"1981-05-11 09:45:00";"1981-05-11 10:00:00";"1981-05-11 08:18:00";"1981-05-11 13:32:00";"1981-05-18";"1981-05-18 07:00:00";"1981-05-18 07:36:00";"1981-05-18 08:06:00";"1981-05-18 12:06:00";64.8;20.1;3520.4;33.7;1.7;6.7;25.7;6.0;2057.5;72.2;80.5;81.2;31.3;29.5;27;60;15;212;36;66;306;30;240
1011.6;3673.7;906.1;1290.9;"1981-05-12";"1981-05-12 08:24:00";"1981-05-12 08:50:00";"1981-05-12 09:50:00";"1981-05-12 10:30:00";"1981-05-12 08:15:00";"1981-05-12 13:00:00";"1981-05-19";"1981-05-19 07:00:00";"1981-05-19 07:26:00";"1981-05-19 08:01:00";"1981-05-19 10:40:00";64.8;20.1;3520.4;33.7;1.7;6.7;25.7;6.0;2057.5;71.5;80.5;81.4;31.3;29.5;26;60;40;150;26;61;220;35;159
996.4;3573.7;1073.8;1511.9;"1981-05-16";"1981-05-16 09:50:00";"1981-05-16 10:15:00";"1981-05-16 11:15:00";"1981-05-16 11:30:00";"1981-05-16 09:55:00";"1981-05-16 14:15:00";"1981-05-23";"1981-05-23 07:00:00";"1981-05-23 07:35:00";"1981-05-23 08:11:00";"1981-05-23 10:15:00";65.8;20.1;3422.5;34.1;1.7;6.7;25.7;6.0;2057.5;72.6;79.8;14.9;61.3;29.5;25;60;15;165;35;71;195;36;124
1025.2;3673.7;1009.7;1429.9;"1981-05-18";"1981-05-18 08:21:00";"1981-05-18 08:47:00";"1981-05-18 09:47:00";"1981-05-18 10:18:00";"1981-05-18 08:19:00";"1981-05-18 12:25:00";"1981-05-25";"1981-05-25 06:55:00";"1981-05-25 07:30:00";"1981-05-25 08:10:00";"1981-05-25 11:52:00";68.6;21.1;3518.8;34.1;1.7;6.7;25.7;6.0;2057.5;72.1;80.0;81.7;31.3;29.5;26;60;31;127;35;75;297;40;222
983.2;3573.7;916.0;1310.9;"1981-05-19";"1981-05-19 07:40:00";"1981-05-19 08:03:00";"1981-05-19 09:03:00";"1981-05-19 09:51:00";"1981-05-19 08:15:00";"1981-05-19 12:10:00";"1981-05-26";"1981-05-26 06:28:00";"1981-05-26 06:55:00";"1981-05-26 07:33:00";"1981-05-26 10:45:00";63.8;22.3;3424.1;33.7;1.6;6.7;25.7;6.0;2057.5;71.2;80.5;80.1;31.3;29.5;23;60;48;139;27;65;257;38;192
983.2;3573.7;1044.8;1484.9;"1981-06-20";"1981-06-20 14:15:00";"1981-06-20 14:45:00";"1981-06-20 15:50:00";"1981-06-20 16:20:00";"1981-06-20 16:57:00";"1981-06-20 22:20:00";"1981-06-27";"1981-06-27 07:15:00";"1981-06-27 07:36:00";"1981-06-27 08:10:00";"1981-06-27 11:53:00";68.8;21.1;3424.1;33.7;1.6;6.8;26.2;6.0;1757.5;71.9;80.5;81.8;31.3;29.5;30;65;30;360;21;55;278;34;223
983.2;3573.7;1130.4;1579.9;"1981-06-21";"1981-06-21 06:47:00";"1981-06-21 07:14:00";"1981-06-21 08:14:00";"1981-06-21 08:45:00";"1981-06-21 08:05:00";"1981-06-21 13:35:00";"1981-06-27";"1981-06-27 14:30:00";"1981-06-27 14:52:00";"1981-06-27 15:24:00";"1981-06-27 19:18:00";64.8;21.1;3424.1;33.7;1.6;6.8;26.2;6.0;1857.5;73.2;80.5;81.4;31.3;29.5;27;60;31;290;22;54;288;32;234
